#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-05-07T20:14:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ554bc7607b0a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb6}&key:source=J/A+A/552/A16/limb6&HTTPPRM:&
#-source=J/A+A/552/A16/limb6
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a1
#-out=a2
#-out=a3
#-out=a4
#-out=Filt
#-out=Met
#-out=Mod
#-out.all=2
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb6:
#Name: J/A+A/552/A16/limb6
#Title: Limb-darkening coefficients for the non-linear law for spherical and quasi-spherical PHOENIX models
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	a1	(F10.5)	Equation 6 limb darkening coefficient a1 (G2)	[ucd=phot.limbDark]
#Column	a2	(F10.5)	Equation 6 limb darkening coefficient a2 (G2)	[ucd=phot.limbDark]
#Column	a3	(F10.5)	Equation 6 limb darkening coefficient a3 (G2)	[ucd=phot.limbDark]
#Column	a4	(F10.5)	Equation 6 limb darkening coefficient a4 (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[L] Method (Least-Square)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs s] quasi-spherical/spherical PHOENIX model	[ucd=stat.param;meta.modelled]
logg	Teff	Z	xi	a1	a2	a3	a4	Filt	Met	Mod
 4.50	  5500	 0.0	 2.0	  11.33980	 -25.99080	  26.47750	  -9.73010	H 	L	s
 5.00	  5500	 0.0	 2.0	   9.23520	 -21.68820	  22.72280	  -8.54160	H 	L	s
 5.50	  5500	 0.0	 2.0	   8.19700	 -19.47720	  20.71780	  -7.88320	H 	L	s
 3.00	  5600	 0.0	 2.0	   9.50700	 -14.45090	   9.50620	  -2.11230	H 	L	s
 3.50	  5600	 0.0	 2.0	  14.22490	 -29.60310	  27.59780	  -9.42180	H 	L	s
 4.00	  5600	 0.0	 2.0	  13.73710	 -30.64800	  30.30380	 -10.85740	H 	L	s
 4.50	  5600	 0.0	 2.0	  11.53900	 -26.47540	  26.95490	  -9.89860	H 	L	s
 5.00	  5600	 0.0	 2.0	   9.41280	 -22.14220	  23.18580	  -8.70950	H 	L	s
 5.50	  5600	 0.0	 2.0	   8.32590	 -19.76940	  20.97400	  -7.96760	H 	L	s
 3.00	  5700	 0.0	 2.0	   9.45970	 -14.15620	   9.05430	  -1.90530	H 	L	s
 3.50	  5700	 0.0	 2.0	  14.40980	 -29.96550	  27.88130	  -9.50020	H 	L	s
 4.00	  5700	 0.0	 2.0	  13.95480	 -31.15640	  30.81880	 -11.05480	H 	L	s
 4.50	  5700	 0.0	 2.0	  11.73790	 -26.95980	  27.43290	 -10.06760	H 	L	s
 5.00	  5700	 0.0	 2.0	   9.59100	 -22.59880	  23.65180	  -8.87840	H 	L	s
 5.50	  5700	 0.0	 2.0	   8.44720	 -20.11700	  21.35480	  -8.11400	H 	L	s
 3.00	  5800	 0.0	 2.0	   9.42110	 -13.87290	   8.60500	  -1.69660	H 	L	s
 3.50	  5800	 0.0	 2.0	  14.60390	 -30.34980	  28.18680	  -9.58640	H 	L	s
 4.00	  5800	 0.0	 2.0	  14.19720	 -31.74710	  31.40410	 -11.26240	H 	L	s
 4.50	  5800	 0.0	 2.0	  11.93700	 -27.44910	  27.91870	 -10.24000	H 	L	s
 5.00	  5800	 0.0	 2.0	   9.76790	 -23.05210	  24.11470	  -9.04610	H 	L	s
 5.50	  5800	 0.0	 2.0	   8.56520	 -20.45750	  21.72950	  -8.25830	H 	L	s
 3.00	  5900	 0.0	 2.0	   9.38230	 -13.58550	   8.15030	  -1.48580	H 	L	s
 3.50	  5900	 0.0	 2.0	  14.81150	 -30.76560	  28.52420	  -9.68470	H 	L	s
 4.00	  5900	 0.0	 2.0	  14.43890	 -32.33690	  31.99110	 -11.47180	H 	L	s
 4.50	  5900	 0.0	 2.0	  12.13840	 -27.94690	  28.41510	 -10.41670	H 	L	s
 5.00	  5900	 0.0	 2.0	   9.94550	 -23.50550	  24.57550	  -9.21220	H 	L	s
 5.50	  5900	 0.0	 2.0	   8.68100	 -20.79380	  22.10170	  -8.40220	H 	L	s
 3.00	  6000	 0.0	 2.0	   9.31420	 -13.21120	   7.59760	  -1.23710	H 	L	s
 3.50	  6000	 0.0	 2.0	  15.06510	 -31.31590	  29.01950	  -9.84640	H 	L	s
 4.00	  6000	 0.0	 2.0	  14.68930	 -32.94850	  32.60130	 -11.68970	H 	L	s
 4.50	  6000	 0.0	 2.0	  12.34330	 -28.46310	  28.94130	 -10.60810	H 	L	s
 5.00	  6000	 0.0	 2.0	  10.07940	 -23.75090	  24.75230	  -9.26240	H 	L	s
 5.50	  6000	 0.0	 2.0	   8.78870	 -21.10530	  22.44510	  -8.53440	H 	L	s
 3.00	  6100	 0.0	 2.0	   9.19700	 -12.68970	   6.87490	  -0.92110	H 	L	s
 3.50	  6100	 0.0	 2.0	  15.31790	 -31.83680	  29.46200	  -9.98260	H 	L	s
 4.00	  6100	 0.0	 2.0	  14.96930	 -33.62810	  33.27490	 -11.92830	H 	L	s
 4.50	  6100	 0.0	 2.0	  12.55740	 -29.00180	  29.48790	 -10.80530	H 	L	s
 5.00	  6100	 0.0	 2.0	  10.26250	 -24.23270	  25.25660	  -9.44890	H 	L	s
 5.50	  6100	 0.0	 2.0	   8.89950	 -21.42800	  22.80260	  -8.67240	H 	L	s
 3.00	  6200	 0.0	 2.0	   8.96190	 -11.82390	   5.76160	  -0.45230	H 	L	s
 3.50	  6200	 0.0	 2.0	  15.59770	 -32.41760	  29.96310	 -10.13970	H 	L	s
 4.00	  6200	 0.0	 2.0	  15.28060	 -34.39290	  34.04600	 -12.20650	H 	L	s
 4.50	  6200	 0.0	 2.0	  13.00310	 -30.01870	  30.41690	 -11.11410	H 	L	s
 5.00	  6200	 0.0	 2.0	  10.43140	 -24.67000	  25.70940	  -9.61520	H 	L	s
 5.50	  6200	 0.0	 2.0	   9.01190	 -21.75570	  23.16650	  -8.81300	H 	L	s
 3.00	  6300	 0.0	 2.0	   8.63300	 -10.68930	   4.34420	   0.13580	H 	L	s
 3.50	  6300	 0.0	 2.0	  15.83030	 -32.92220	  30.45730	 -10.32360	H 	L	s
 4.00	  6300	 0.0	 2.0	  15.62070	 -35.22100	  34.87510	 -12.50350	H 	L	s
 4.50	  6300	 0.0	 2.0	  13.24560	 -30.62750	  31.03690	 -11.33930	H 	L	s
 5.00	  6300	 0.0	 2.0	  10.59920	 -25.10460	  26.15970	  -9.78060	H 	L	s
 5.50	  6300	 0.0	 2.0	   9.11600	 -22.05390	  23.49250	  -8.93780	H 	L	s
 3.00	  6400	 0.0	 2.0	   8.02570	  -8.77490	   2.05970	   1.05910	H 	L	s
 3.50	  6400	 0.0	 2.0	  16.12970	 -33.50470	  30.92650	 -10.45920	H 	L	s
 4.00	  6400	 0.0	 2.0	  16.00880	 -36.15530	  35.80530	 -12.83540	H 	L	s
 4.50	  6400	 0.0	 2.0	  13.52080	 -31.31930	  31.74460	 -11.59750	H 	L	s
 5.00	  6400	 0.0	 2.0	  10.78730	 -25.59710	  26.67460	  -9.97070	H 	L	s
 5.50	  6400	 0.0	 2.0	   9.39080	 -22.78000	  24.22360	  -9.19760	H 	L	s
 3.00	  6500	 0.0	 2.0	   7.13710	  -6.12890	  -0.99750	   2.27050	H 	L	s
 3.50	  6500	 0.0	 2.0	  16.42660	 -34.03160	  31.30270	 -10.55110	H 	L	s
 4.00	  6500	 0.0	 2.0	  16.46030	 -37.22070	  36.85130	 -13.20460	H 	L	s
 4.50	  6500	 0.0	 2.0	  13.82590	 -32.08950	  32.53820	 -11.88870	H 	L	s
 5.00	  6500	 0.0	 2.0	  10.96650	 -26.05430	  27.14450	 -10.14240	H 	L	s
 5.50	  6500	 0.0	 2.0	   9.50580	 -23.10510	  24.57740	  -9.33220	H 	L	s
 3.00	  6600	 0.0	 2.0	   6.04080	  -2.91700	  -4.67590	   3.72050	H 	L	s
 3.50	  6600	 0.0	 2.0	  16.69260	 -34.46850	  31.57490	 -10.60130	H 	L	s
 4.00	  6600	 0.0	 2.0	  16.92280	 -38.27870	  37.86390	 -13.55440	H 	L	s
 4.50	  6600	 0.0	 2.0	  14.16630	 -32.94820	  33.42450	 -12.21450	H 	L	s
 5.00	  6600	 0.0	 2.0	  11.17140	 -26.58300	  27.69320	 -10.34380	H 	L	s
 5.50	  6600	 0.0	 2.0	   9.62330	 -23.43740	  24.93990	  -9.47030	H 	L	s
 3.00	  6700	 0.0	 2.0	   4.90330	   0.37560	  -8.41890	   5.18890	H 	L	s
 3.50	  6700	 0.0	 2.0	  16.88910	 -34.72660	  31.65730	 -10.58020	H 	L	s
 4.00	  6700	 0.0	 2.0	  17.38980	 -39.33250	  38.86070	 -13.89520	H 	L	s
 4.50	  6700	 0.0	 2.0	  14.53480	 -33.87700	  34.38350	 -12.56710	H 	L	s
 5.00	  6700	 0.0	 2.0	  11.39890	 -27.16830	  28.30150	 -10.56770	H 	L	s
 5.50	  6700	 0.0	 2.0	   9.74760	 -23.78320	  25.31450	  -9.61240	H 	L	s
 3.00	  6800	 0.0	 2.0	   3.57430	   4.15470	 -12.66650	   6.84250	H 	L	s
 3.50	  6800	 0.0	 2.0	  16.85690	 -34.33000	  30.99730	 -10.26760	H 	L	s
 4.00	  6800	 0.0	 2.0	  17.87820	 -40.41060	  39.85770	 -14.22890	H 	L	s
 4.50	  6800	 0.0	 2.0	  14.74660	 -34.51940	  35.14300	 -12.86550	H 	L	s
 5.00	  6800	 0.0	 2.0	  11.65480	 -27.82560	  28.98310	 -10.81790	H 	L	s
 5.50	  6800	 0.0	 2.0	   9.88960	 -24.17880	  25.74300	  -9.77450	H 	L	s
 3.00	  6900	 0.0	 2.0	   2.38520	   7.52090	 -16.44170	   8.31070	H 	L	s
 3.50	  6900	 0.0	 2.0	  16.53120	 -33.08930	  29.38350	  -9.58210	H 	L	s
 4.00	  6900	 0.0	 2.0	  18.36260	 -41.48160	  40.85330	 -14.56440	H 	L	s
 4.50	  6900	 0.0	 2.0	  15.15130	 -35.53320	  36.18350	 -13.24570	H 	L	s
 5.00	  6900	 0.0	 2.0	  11.92490	 -28.51760	  29.70070	 -11.08120	H 	L	s
 5.50	  6900	 0.0	 2.0	  10.04240	 -24.60060	  26.19820	  -9.94640	H 	L	s
 3.00	  7000	 0.0	 2.0	   1.33900	  10.48490	 -19.76400	   9.60070	H 	L	s
 3.50	  7000	 0.0	 2.0	  16.07560	 -31.48770	  27.36980	  -8.74190	H 	L	s
 4.00	  7000	 0.0	 2.0	  18.86520	 -42.60700	  41.91390	 -14.92640	H 	L	s
 4.50	  7000	 0.0	 2.0	  15.59970	 -36.65380	  37.33240	 -13.66540	H 	L	s
 5.00	  7000	 0.0	 2.0	  12.24060	 -29.32050	  30.53080	 -11.38540	H 	L	s
 5.50	  7000	 0.0	 2.0	  10.20180	 -25.03320	  26.66190	 -10.12070	H 	L	s
 3.00	  7200	 0.0	 2.0	  -0.88660	  16.70800	 -26.67700	  12.26860	H 	L	s
 3.50	  7200	 0.0	 2.0	  15.20560	 -28.54840	  23.73530	  -7.23920	H 	L	s
 4.00	  7200	 0.0	 2.0	  19.90340	 -44.97420	  44.18230	 -15.71230	H 	L	s
 4.50	  7200	 0.0	 2.0	  16.46990	 -38.83370	  39.57460	 -14.48710	H 	L	s
 5.00	  7200	 0.0	 2.0	  12.84380	 -30.85250	  32.11180	 -11.96400	H 	L	s
 5.50	  7200	 0.0	 2.0	  10.51290	 -25.87660	  27.56400	 -10.45900	H 	L	s
 3.00	  7400	 0.0	 2.0	  -2.45220	  21.08160	 -31.53160	  14.14020	H 	L	s
 3.50	  7400	 0.0	 2.0	  13.44910	 -23.19140	  17.45130	  -4.72110	H 	L	s
 4.00	  7400	 0.0	 2.0	  20.63760	 -46.36340	  45.27410	 -16.01920	H 	L	s
 4.50	  7400	 0.0	 2.0	  17.38240	 -41.08630	  41.86970	 -15.32230	H 	L	s
 5.00	  7400	 0.0	 2.0	  13.43050	 -32.34590	  33.65460	 -12.52920	H 	L	s
 5.50	  7400	 0.0	 2.0	  10.68380	 -26.40000	  28.18750	 -10.70890	H 	L	s
 3.00	  7600	 0.0	 2.0	  -3.98160	  25.31930	 -36.20620	  15.93400	H 	L	s
 3.50	  7600	 0.0	 2.0	  12.66140	 -20.73060	  14.51850	  -3.53420	H 	L	s
 4.00	  7600	 0.0	 2.0	  20.88670	 -46.26700	  44.62280	 -15.62650	H 	L	s
 4.50	  7600	 0.0	 2.0	  18.36090	 -43.30430	  43.98140	 -16.04920	H 	L	s
 5.00	  7600	 0.0	 2.0	  14.05070	 -33.93090	  35.30000	 -13.13450	H 	L	s
 5.50	  7600	 0.0	 2.0	  10.99570	 -27.23570	  29.06700	 -11.03360	H 	L	s
 3.00	  7800	 0.0	 2.0	  -5.03380	  28.30660	 -39.53270	  17.20920	H 	L	s
 3.50	  7800	 0.0	 2.0	  11.32370	 -16.76430	   9.93650	  -1.71610	H 	L	s
 4.00	  7800	 0.0	 2.0	  21.23400	 -46.67420	  44.68410	 -15.54910	H 	L	s
 4.50	  7800	 0.0	 2.0	  19.48130	 -45.71740	  46.18050	 -16.77700	H 	L	s
 5.00	  7800	 0.0	 2.0	  14.65650	 -35.47740	  36.90480	 -13.72510	H 	L	s
 5.50	  7800	 0.0	 2.0	  11.30000	 -28.04680	  29.91850	 -11.34740	H 	L	s
 3.00	  8000	 0.0	 2.0	  -6.38120	  31.99520	 -43.56260	  18.74400	H 	L	s
 3.50	  8000	 0.0	 2.0	  10.28960	 -13.68880	   6.37620	  -0.30180	H 	L	s
 4.00	  8000	 0.0	 2.0	  21.04410	 -45.63190	  43.16300	 -14.86590	H 	L	s
 4.50	  8000	 0.0	 2.0	  20.68300	 -48.43920	  48.78220	 -17.67690	H 	L	s
 5.00	  8000	 0.0	 2.0	  15.33500	 -37.20310	  38.69500	 -14.38420	H 	L	s
 5.50	  8000	 0.0	 2.0	  11.61780	 -28.88290	  30.78880	 -11.66630	H 	L	s
 3.00	  8200	 0.0	 2.0	  -7.40720	  34.81510	 -46.66000	  19.93050	H 	L	s
 3.50	  8200	 0.0	 2.0	   9.59180	 -11.57790	   3.90600	   0.68550	H 	L	s
 4.00	  8200	 0.0	 2.0	  20.52210	 -43.68240	  40.64550	 -13.79970	H 	L	s
 4.50	  8200	 0.0	 2.0	  21.84810	 -51.16690	  51.47250	 -18.64090	H 	L	s
 5.00	  8200	 0.0	 2.0	  16.10110	 -39.06920	  40.57370	 -15.06040	H 	L	s
 5.50	  8200	 0.0	 2.0	  11.95460	 -29.75710	  31.69130	 -11.99500	H 	L	s
 3.00	  8400	 0.0	 2.0	  -8.30860	  37.30090	 -49.38200	  20.96550	H 	L	s
 3.50	  8400	 0.0	 2.0	   8.59540	  -8.62500	   0.49840	   2.03380	H 	L	s
 4.00	  8400	 0.0	 2.0	  20.35640	 -42.90020	  39.54380	 -13.31260	H 	L	s
 4.50	  8400	 0.0	 2.0	  22.54720	 -52.68420	  52.86170	 -19.10170	H 	L	s
 5.00	  8400	 0.0	 2.0	  17.21530	 -41.55490	  42.90990	 -15.85420	H 	L	s
 5.50	  8400	 0.0	 2.0	  12.30670	 -30.65100	  32.60330	 -12.32470	H 	L	s
 3.00	  8600	 0.0	 2.0	  -9.12380	  39.49740	 -51.74960	  21.85710	H 	L	s
 3.50	  8600	 0.0	 2.0	   7.83670	  -6.33520	  -2.17000	   3.09410	H 	L	s
 4.00	  8600	 0.0	 2.0	  20.34440	 -42.63350	  39.07450	 -13.08660	H 	L	s
 4.50	  8600	 0.0	 2.0	  22.96320	 -53.21160	  53.01120	 -19.04550	H 	L	s
 5.00	  8600	 0.0	 2.0	  18.43870	 -44.31580	  45.53830	 -16.75890	H 	L	s
 5.50	  8600	 0.0	 2.0	  12.81930	 -31.86200	  33.78100	 -12.73500	H 	L	s
 3.00	  8800	 0.0	 2.0	  -9.96920	  41.77120	 -54.19530	  22.77600	H 	L	s
 3.50	  8800	 0.0	 2.0	   7.25510	  -4.63060	  -4.12450	   3.86490	H 	L	s
 4.00	  8800	 0.0	 2.0	  20.29910	 -42.19590	  38.35950	 -12.75440	H 	L	s
 4.50	  8800	 0.0	 2.0	  23.48670	 -54.16280	  53.70080	 -19.21770	H 	L	s
 5.00	  8800	 0.0	 2.0	  19.52540	 -46.88470	  48.05010	 -17.64600	H 	L	s
 5.50	  8800	 0.0	 2.0	  13.71990	 -33.95120	  35.77010	 -13.42000	H 	L	s
 3.00	  9000	 0.0	 2.0	 -10.75500	  43.84750	 -56.39530	  23.59270	H 	L	s
 3.50	  9000	 0.0	 2.0	   6.82580	  -3.37440	  -5.56460	   4.43310	H 	L	s
 4.00	  9000	 0.0	 2.0	  19.90650	 -40.91100	  36.79290	 -12.11200	H 	L	s
 4.50	  9000	 0.0	 2.0	  23.78860	 -54.74390	  54.16330	 -19.34960	H 	L	s
 5.00	  9000	 0.0	 2.0	  20.27070	 -48.69280	  49.87400	 -18.30610	H 	L	s
 5.50	  9000	 0.0	 2.0	  14.71920	 -36.24820	  37.98510	 -14.19100	H 	L	s
 3.00	  9200	 0.0	 2.0	 -11.93150	  46.91540	 -59.60980	  24.77530	H 	L	s
 3.50	  9200	 0.0	 2.0	   6.13270	  -1.41090	  -7.76530	   5.28780	H 	L	s
 4.00	  9200	 0.0	 2.0	  19.49460	 -39.58680	  35.19350	 -11.45960	H 	L	s
 4.50	  9200	 0.0	 2.0	  24.02070	 -55.23510	  54.59610	 -19.48760	H 	L	s
 5.00	  9200	 0.0	 2.0	  20.74790	 -49.87390	  51.07920	 -18.74530	H 	L	s
 5.50	  9200	 0.0	 2.0	  15.45210	 -37.98260	  39.69790	 -14.79890	H 	L	s
 3.00	  9400	 0.0	 2.0	 -13.17300	  50.11560	 -62.92760	  25.98450	H 	L	s
 3.50	  9400	 0.0	 2.0	   5.04310	   1.62220	 -11.12130	   6.57960	H 	L	s
 4.00	  9400	 0.0	 2.0	  19.10800	 -38.35600	  33.71450	 -10.85790	H 	L	s
 4.50	  9400	 0.0	 2.0	  24.22480	 -55.68570	  55.00930	 -19.62490	H 	L	s
 5.00	  9400	 0.0	 2.0	  21.09210	 -50.73460	  51.96160	 -19.06780	H 	L	s
 5.50	  9400	 0.0	 2.0	  15.98050	 -39.26590	  40.98960	 -15.26440	H 	L	s
 3.00	  9600	 0.0	 2.0	 -14.78130	  54.21310	 -67.12840	  27.50030	H 	L	s
 3.50	  9600	 0.0	 2.0	   3.94900	   4.65590	 -14.46810	   7.86510	H 	L	s
 4.00	  9600	 0.0	 2.0	  18.80140	 -37.38910	  32.55960	 -10.39010	H 	L	s
 4.50	  9600	 0.0	 2.0	  24.37550	 -56.00450	  55.28950	 -19.71410	H 	L	s
 5.00	  9600	 0.0	 2.0	  21.36200	 -51.40670	  52.64790	 -19.31780	H 	L	s
 5.50	  9600	 0.0	 2.0	  16.36770	 -40.22150	  41.96100	 -15.61710	H 	L	s
 3.00	  9800	 0.0	 2.0	 -16.40100	  58.27700	 -71.23110	  28.95910	H 	L	s
 3.50	  9800	 0.0	 2.0	   2.73670	   7.98690	 -18.11790	   9.25960	H 	L	s
 4.00	  9800	 0.0	 2.0	  18.44110	 -36.27860	  31.25060	  -9.86410	H 	L	s
 4.50	  9800	 0.0	 2.0	  24.42500	 -55.99690	  55.17770	 -19.64400	H 	L	s
 5.00	  9800	 0.0	 2.0	  21.59560	 -51.97160	  53.21260	 -19.52040	H 	L	s
 5.50	  9800	 0.0	 2.0	  16.66280	 -40.95820	  42.71470	 -15.89180	H 	L	s
 3.00	 10000	 0.0	 2.0	 -18.09220	  62.46370	 -75.39900	  30.42080	H 	L	s
 3.50	 10000	 0.0	 2.0	   1.06100	  12.56010	 -23.10260	  11.15650	H 	L	s
 4.00	 10000	 0.0	 2.0	  17.64000	 -33.90240	  28.51180	  -8.77910	H 	L	s
 4.50	 10000	 0.0	 2.0	  24.30900	 -55.44750	  54.40980	 -19.30580	H 	L	s
 5.00	 10000	 0.0	 2.0	  21.81360	 -52.44180	  53.63880	 -19.66040	H 	L	s
 5.50	 10000	 0.0	 2.0	  16.91070	 -41.57690	  43.34830	 -16.12310	H 	L	s
 3.00	  5000	 0.0	 2.0	  11.76010	 -20.59150	  16.13560	  -4.61830	K 	L	s
 3.50	  5000	 0.0	 2.0	  15.06170	 -31.99080	  30.19640	 -10.40580	K 	L	s
 4.00	  5000	 0.0	 2.0	  14.04740	 -31.56670	  31.28960	 -11.22710	K 	L	s
 4.50	  5000	 0.0	 2.0	  11.72680	 -27.37980	  28.12890	 -10.38480	K 	L	s
 5.00	  5000	 0.0	 2.0	   9.45060	 -22.61790	  23.89540	  -9.02530	K 	L	s
 5.50	  5000	 0.0	 2.0	   8.65550	 -20.78310	  22.08540	  -8.38320	K 	L	s
 3.00	  5100	 0.0	 2.0	  11.60980	 -20.00910	  15.36760	  -4.29050	K 	L	s
 3.50	  5100	 0.0	 2.0	  15.23580	 -32.36120	  30.53330	 -10.52010	K 	L	s
 4.00	  5100	 0.0	 2.0	  14.31140	 -32.19680	  31.90450	 -11.44230	K 	L	s
 4.50	  5100	 0.0	 2.0	  11.95800	 -27.93160	  28.66370	 -10.57020	K 	L	s
 5.00	  5100	 0.0	 2.0	   9.63750	 -23.09840	  24.38840	  -9.20490	K 	L	s
 5.50	  5100	 0.0	 2.0	   8.80010	 -21.19160	  22.53090	  -8.55320	K 	L	s
 3.00	  5200	 0.0	 2.0	  11.45410	 -19.42060	  14.59890	  -3.96360	K 	L	s
 3.50	  5200	 0.0	 2.0	  15.39020	 -32.65010	  30.74630	 -10.57390	K 	L	s
 4.00	  5200	 0.0	 2.0	  14.54830	 -32.76620	  32.46160	 -11.63730	K 	L	s
 4.50	  5200	 0.0	 2.0	  12.17080	 -28.42740	  29.13220	 -10.72870	K 	L	s
 5.00	  5200	 0.0	 2.0	   9.82230	 -23.56470	  24.86030	  -9.37490	K 	L	s
 5.50	  5200	 0.0	 2.0	   8.84410	 -21.36500	  22.76810	  -8.65700	K 	L	s
 3.00	  5300	 0.0	 2.0	  11.31490	 -18.94080	  14.00440	  -3.71900	K 	L	s
 3.50	  5300	 0.0	 2.0	  15.55830	 -32.98840	  31.02210	 -10.65410	K 	L	s
 4.00	  5300	 0.0	 2.0	  14.77560	 -33.31620	  33.00270	 -11.82780	K 	L	s
 4.50	  5300	 0.0	 2.0	  12.37520	 -28.90040	  29.57650	 -10.87820	K 	L	s
 5.00	  5300	 0.0	 2.0	  10.00460	 -24.02280	  25.32130	  -9.54000	K 	L	s
 5.50	  5300	 0.0	 2.0	   8.98050	 -21.75660	  23.19570	  -8.81930	K 	L	s
 3.00	  5400	 0.0	 2.0	  11.21030	 -18.51370	  13.42800	  -3.46940	K 	L	s
 3.50	  5400	 0.0	 2.0	  15.73840	 -33.36890	  31.35150	 -10.75700	K 	L	s
 4.00	  5400	 0.0	 2.0	  14.99220	 -33.84610	  33.52850	 -12.01410	K 	L	s
 4.50	  5400	 0.0	 2.0	  12.58450	 -29.40600	  30.09550	 -11.07540	K 	L	s
 5.00	  5400	 0.0	 2.0	  10.17970	 -24.46040	  25.75900	  -9.69570	K 	L	s
 5.50	  5400	 0.0	 2.0	   9.09940	 -22.09950	  23.57040	  -8.96180	K 	L	s
 3.00	  5500	 0.0	 2.0	  11.12880	 -18.15790	  12.93680	  -3.25470	K 	L	s
 3.50	  5500	 0.0	 2.0	  15.91070	 -33.73060	  31.66140	 -10.85250	K 	L	s
 4.00	  5500	 0.0	 2.0	  15.21080	 -34.38250	  34.06270	 -12.20420	K 	L	s
 4.50	  5500	 0.0	 2.0	  12.77000	 -29.84040	  30.50890	 -11.21630	K 	L	s
 5.00	  5500	 0.0	 2.0	  10.35410	 -24.89580	  26.19450	  -9.85050	K 	L	s
 5.50	  5500	 0.0	 2.0	   9.21670	 -22.44050	  23.94490	  -9.10460	K 	L	s
 3.00	  5600	 0.0	 2.0	  11.07380	 -17.87350	  12.52170	  -3.06850	K 	L	s
 3.50	  5600	 0.0	 2.0	  16.08960	 -34.10930	  31.99040	 -10.95590	K 	L	s
 4.00	  5600	 0.0	 2.0	  15.42830	 -34.91670	  34.59550	 -12.39430	K 	L	s
 4.50	  5600	 0.0	 2.0	  12.95260	 -30.27510	  30.92930	 -11.36170	K 	L	s
 5.00	  5600	 0.0	 2.0	  10.52420	 -25.32050	  26.61890	 -10.00120	K 	L	s
 5.50	  5600	 0.0	 2.0	   9.31610	 -22.68230	  24.18280	  -9.19400	K 	L	s
 3.00	  5700	 0.0	 2.0	  11.03310	 -17.62700	  12.14810	  -2.89850	K 	L	s
 3.50	  5700	 0.0	 2.0	  16.26730	 -34.48140	  32.31010	 -11.05540	K 	L	s
 4.00	  5700	 0.0	 2.0	  15.65580	 -35.53150	  35.28480	 -12.67010	K 	L	s
 4.50	  5700	 0.0	 2.0	  13.13370	 -30.70730	  31.34830	 -11.50720	K 	L	s
 5.00	  5700	 0.0	 2.0	  10.69380	 -25.74280	  27.04060	 -10.15090	K 	L	s
 5.50	  5700	 0.0	 2.0	   9.42890	 -23.01160	  24.54830	  -9.33540	K 	L	s
 3.00	  5800	 0.0	 2.0	  11.00430	 -17.40210	  11.79170	  -2.73370	K 	L	s
 3.50	  5800	 0.0	 2.0	  16.45370	 -34.87120	  32.64550	 -11.16010	K 	L	s
 4.00	  5800	 0.0	 2.0	  15.87940	 -36.08280	  35.83610	 -12.86660	K 	L	s
 4.50	  5800	 0.0	 2.0	  13.31080	 -31.13480	  31.76580	 -11.65270	K 	L	s
 5.00	  5800	 0.0	 2.0	  10.86060	 -26.15800	  27.45440	 -10.29730	K 	L	s
 5.50	  5800	 0.0	 2.0	   9.53780	 -23.33000	  24.90140	  -9.47140	K 	L	s
 3.00	  5900	 0.0	 2.0	  10.96040	 -17.12740	  11.37400	  -2.54350	K 	L	s
 3.50	  5900	 0.0	 2.0	  16.65290	 -35.28810	  33.00670	 -11.27400	K 	L	s
 4.00	  5900	 0.0	 2.0	  16.10460	 -36.64560	  36.40710	 -13.07280	K 	L	s
 4.50	  5900	 0.0	 2.0	  13.48810	 -31.56590	  32.18920	 -11.80080	K 	L	s
 5.00	  5900	 0.0	 2.0	  11.02250	 -26.56160	  27.85660	 -10.43970	K 	L	s
 5.50	  5900	 0.0	 2.0	   9.64390	 -23.64070	  25.24640	  -9.60450	K 	L	s
 3.00	  6000	 0.0	 2.0	  10.87940	 -16.74060	  10.82900	  -2.30390	K 	L	s
 3.50	  6000	 0.0	 2.0	  16.90630	 -35.85150	  33.52730	 -11.44780	K 	L	s
 4.00	  6000	 0.0	 2.0	  16.34470	 -37.24190	  37.01110	 -13.29100	K 	L	s
 4.50	  6000	 0.0	 2.0	  13.68030	 -32.05380	  32.69040	 -11.98390	K 	L	s
 5.00	  6000	 0.0	 2.0	  11.13350	 -26.80050	  28.08550	 -10.52760	K 	L	s
